year,date,event_name,tour,field_size,field_strength_mean,field_strength_q25,field_strength_q75,field_strength_q10,field_strength_q90
2020,"2019-10-06","Shriners Hospitals for Children Open","PGA",144,-0.03,-0.28,0.45,-0.93,0.86
2020,"2019-09-29","Safeway Open","PGA",144,-0.26,-0.61,0.25,-1.13,0.67
2020,"2019-09-22","Sanderson Farms Championship","PGA",156,-0.45,-0.83,0.12,-1.78,0.39
2020,"2019-09-15","A Military Tribute at The Greenbrier","PGA",156,-0.42,-0.71,0.11,-1.45,0.36
2021,"2021-11-21","DP WORLD TOUR CHAMPIONSHIP, DUBAI","EURO",53,0.23,-0.16,0.76,-0.4,1.08
2021,"2021-11-14","AVIV Dubai Championship","EURO",114,-0.76,-1.16,-0.22,-1.69,0.02
2021,"2021-11-07","Portugal Masters","EURO",107,-0.87,-1.33,-0.34,-1.97,-0.04
2021,"2021-10-24","Mallorca Golf Open","EURO",120,-1.32,-1.88,-0.53,-2.46,-0.14
2021,"2021-10-17","Estrella Damm N.A. Andalucía Masters","EURO",126,-0.8,-1.32,-0.14,-2.01,0.11
2021,"2021-10-10","ACCIONA Open de España","EURO",131,-0.93,-1.38,-0.32,-2,-0.04
2021,"2021-10-03","Alfred Dunhill Links Championship","EURO",168,-0.91,-1.51,-0.19,-2.29,0.24
2021,"2021-09-19","Dutch Open","EURO",144,-1.62,-2.3,-0.77,-3.28,-0.16
2021,"2021-09-12","BMW PGA CHAMPIONSHIP","EURO",144,-0.53,-1.03,0.1,-1.65,0.48
2021,"2021-09-05","Korn Ferry Tour Championship presented by United Leasing & Finance","KFT",129,-0.56,-0.87,-0.23,-1.24,0.11
2021,"2021-09-05","DS Automobiles Italian Open","EURO",156,-0.91,-1.49,-0.19,-2.42,0.17
2021,"2021-09-05","TOUR Championship","PGA",30,1.46,1.31,1.64,1.06,1.72
2021,"2021-08-29","Nationwide Children's Hospital Championship","KFT",138,-0.55,-0.8,-0.23,-1.24,0.08
2021,"2021-08-29","Omega European Masters","EURO",156,-0.96,-1.41,-0.26,-2.27,0.07
2021,"2021-08-29","BMW Championship","PGA",69,0.96,0.56,1.43,0.28,1.66
2021,"2021-08-22","Albertsons Boise Open presented by Chevron","KFT",132,-0.56,-0.86,-0.25,-1.27,0.03
2021,"2021-08-22","D+D Real Czech Masters","EURO",124,-2.01,-2.67,-0.81,-3.97,-0.37
2021,"2021-08-22","THE NORTHERN TRUST","PGA",123,0.6,0.18,1.01,-0.08,1.48
2021,"2021-08-15","Wyndham Championship","PGA",156,-0.2,-0.59,0.33,-1.13,0.67
2021,"2021-08-15","Pinnacle Bank Championship presented by Aetna","KFT",156,-1,-1.45,-0.55,-1.77,-0.2
2021,"2021-08-15","Cazoo Classic","EURO",143,-1.3,-1.99,-0.55,-2.62,-0.25
2021,"2021-08-08","Utah Championship presented by Zions Bank","KFT",155,-1.19,-1.53,-0.69,-2.13,-0.3
2021,"2021-08-08","Hero Open","EURO",143,-1.44,-2.08,-0.73,-2.69,-0.35
2021,"2021-08-08","Barracuda Championship","PGA",132,-0.68,-1.1,0.02,-1.97,0.36
2021,"2021-08-08","World Golf Championships-FedEx St. Jude Invitational","PGA",66,0.83,0.43,1.42,-0.07,1.64
2021,"2021-08-01","ISPS HANDA World Invitational presented by Modest! Golf Management","EURO",143,-1.65,-2.24,-0.81,-3.04,-0.4
2021,"2021-08-01","Olympic Men's Golf Competition","PGA",60,0.13,-0.57,0.92,-0.88,1.37
2021,"2021-07-25","Price Cutter Charity Championship presented by Dr Pepper","KFT",156,-1.12,-1.49,-0.55,-2.09,-0.23
2021,"2021-07-25","Cazoo Open supported by Gareth Bale","EURO",133,-1.45,-2.17,-0.65,-2.84,-0.13
2021,"2021-07-25","3M Open","PGA",155,-0.39,-0.89,0.25,-1.64,0.58
2021,"2021-07-18","The Open Championship","PGA",156,-0.02,-0.7,0.88,-2.12,1.4
2021,"2021-07-18","Memorial Health Championship presented by LRS","KFT",156,-1.21,-1.6,-0.65,-2.12,-0.28
2021,"2021-07-18","Barbasol Championship","PGA",131,-1.15,-2.03,-0.18,-3.19,0.15
2021,"2021-07-11","TPC Colorado Championship at Heron Lakes","KFT",155,-1.12,-1.46,-0.58,-2.07,-0.19
2021,"2021-07-11","abrdn Scottish Open","EURO",156,-0.49,-0.96,0.11,-1.74,0.6
2021,"2021-07-11","John Deere Classic","PGA",154,-0.61,-1.15,0.13,-2.26,0.49
2021,"2021-07-04","Dubai Duty Free Irish Open","EURO",155,-0.94,-1.42,-0.29,-2.25,0.13
2021,"2021-07-04","Rocket Mortgage Classic","PGA",156,-0.25,-0.67,0.3,-1.35,0.66
2021,"2021-06-27","Live and Work in Maine Open","KFT",156,-1.25,-1.61,-0.58,-2.38,-0.3
2021,"2021-06-27","BMW International Open","EURO",156,-1.09,-1.61,-0.53,-2.4,-0.03
2021,"2021-06-27","Travelers Championship","PGA",156,-0.02,-0.37,0.55,-1.11,1.05
2021,"2021-06-20","Wichita Open Benefitting KU Wichita Pediatrics","KFT",156,-1.21,-1.54,-0.63,-2.41,-0.27
2021,"2021-06-20","U.S. Open","PGA",156,-0.12,-0.77,0.9,-2.18,1.55
2021,"2021-06-13","Scandinavian Mixed Hosted by Henrik & Annika","EURO",78,-1.01,-1.48,-0.44,-2.04,-0.17
2021,"2021-06-13","BMW Charity Pro-Am presented by SYNNEX Corporation","KFT",160,-1.15,-1.6,-0.58,-2.06,-0.26
2021,"2021-06-13","Palmetto Championship at Congaree","PGA",156,-0.74,-1.24,0.08,-2.39,0.41
2021,"2021-06-06","Porsche European Open","EURO",151,-1.14,-1.65,-0.56,-2.35,-0.07
2021,"2021-06-06","the Memorial Tournament presented by Nationwide","PGA",119,0.36,-0.07,0.92,-0.77,1.47
2021,"2021-06-06","REX Hospital Open","KFT",156,-1.09,-1.41,-0.6,-1.81,-0.18
2021,"2021-05-30","Evans Scholars Invitational presented by First Midwest Bank","KFT",156,-1.26,-1.72,-0.63,-2.24,-0.32
2021,"2021-05-30","Made in HimmerLand presented by FREJA","EURO",156,-1.1,-1.59,-0.58,-2.2,-0.09
2021,"2021-05-30","Charles Schwab Challenge","PGA",121,0.16,-0.23,0.7,-0.65,1.3
2021,"2021-05-23","AdventHealth Championship","KFT",156,-1.35,-1.77,-0.85,-2.35,-0.46
2021,"2021-05-23","PGA Championship","PGA",155,-0.02,-0.18,0.91,-3.21,1.45
2021,"2021-05-16","Visit Knoxville Open","KFT",155,-1.32,-1.85,-0.72,-2.42,-0.29
2021,"2021-05-16","AT&T Byron Nelson","PGA",156,-0.41,-0.97,0.26,-1.84,0.68
2021,"2021-05-15","Betfred British Masters hosted by Danny Willett","EURO",155,-1.1,-1.51,-0.52,-2.26,-0.15
2021,"2021-05-09","Simmons Bank Open for the Snedeker Foundation","KFT",155,-1.09,-1.43,-0.6,-1.94,-0.15
2021,"2021-05-09","Canary Islands Championship","EURO",131,-1.44,-2.09,-0.7,-2.69,-0.33
2021,"2021-05-09","Wells Fargo Championship","PGA",155,-0.01,-0.51,0.53,-0.99,1.2
2021,"2021-05-02","Huntsville Championship","KFT",155,-1.11,-1.5,-0.59,-1.96,-0.22
2021,"2021-05-02","Tenerife Open","EURO",151,-1.21,-1.82,-0.61,-2.35,-0.16
2021,"2021-05-02","Valspar Championship","PGA",156,-0.2,-0.75,0.53,-1.41,0.99
2021,"2021-04-25","Veritex Bank Championship","KFT",156,-1.21,-1.7,-0.67,-2.17,-0.24
2021,"2021-04-25","Gran Canaria Lopesan Open","EURO",151,-1.26,-1.9,-0.63,-2.41,-0.18
2021,"2021-04-18","RBC Heritage","PGA",134,0.12,-0.34,0.68,-0.96,1.19
2021,"2021-04-18","MGM Resorts Championship at Paiute","KFT",156,-1.1,-1.4,-0.55,-2.19,-0.2
2021,"2021-04-18","Austrian Golf Open","EURO",142,-1.51,-2.14,-0.76,-2.67,-0.34
2021,"2021-04-11","The Masters","PGA",88,0.41,0.16,1.33,-1.33,1.63
2021,"2021-04-04","Emerald Coast Classic at Sandestin","KFT",156,-1.1,-1.41,-0.61,-2.08,-0.24
2021,"2021-04-04","Valero Texas Open","PGA",144,-0.26,-0.65,0.35,-1.34,0.66
2021,"2021-03-28","Club Car Championship at The Landings Club","KFT",156,-1.23,-1.6,-0.65,-2.28,-0.31
2021,"2021-03-28","Corales Puntacana Resort & Club Championship #2","PGA",132,-1.09,-1.65,-0.16,-2.97,0.22
2021,"2021-03-26","Kenya Savannah Classic","EURO",155,-1.69,-1.99,-0.7,-3.61,-0.3
2021,"2021-03-21","The Honda Classic","PGA",143,-0.31,-0.81,0.29,-1.39,0.63
2021,"2021-03-21","Magical Kenya Open","EURO",156,-1.7,-2.05,-0.65,-4.24,-0.3
2021,"2021-03-21","Chitimacha Louisiana Open presented by MISTRAS","KFT",143,-1.11,-1.36,-0.57,-2.18,-0.28
2021,"2021-03-14","THE PLAYERS Championship","PGA",154,0.47,0.02,0.91,-0.38,1.53
2021,"2021-03-14","Commercial Bank Qatar Masters","EURO",143,-1.17,-1.51,-0.45,-2.2,-0.02
2021,"2021-03-07","Arnold Palmer Invitational presented by Mastercard","PGA",123,0.21,0.03,0.66,-0.67,1.17
2021,"2021-02-28","World Golf Championships-Workday Championship at The Concession","PGA",72,0.68,0.16,1.23,-0.54,1.62
2021,"2021-02-28","Puerto Rico Open","PGA",132,-1.37,-2.23,-0.32,-3.28,0.2
2021,"2021-02-21","LECOM Suncoast Classic","KFT",143,-1.05,-1.41,-0.53,-1.98,-0.18
2021,"2021-02-21","The Genesis Invitational","PGA",120,0.38,0.06,0.79,-0.59,1.18
2021,"2021-02-14","AT&T Pebble Beach Pro-Am","PGA",156,-0.55,-1.09,0.25,-1.97,0.58
2021,"2021-02-07","Saudi International powered by SoftBank Investment Advisers","EURO",138,-0.65,-1.15,0.05,-1.88,0.67
2021,"2021-02-07","Waste Management Phoenix Open","PGA",132,0.12,-0.24,0.6,-0.96,1.18
2021,"2021-01-31","Omega Dubai Desert Classic","EURO",131,-0.68,-1.06,-0.01,-1.88,0.42
2021,"2021-01-31","Farmers Insurance Open","PGA",156,-0.09,-0.63,0.6,-1.26,0.97
2021,"2021-01-24","The American Express","PGA",156,-0.18,-0.53,0.36,-1.21,0.76
2021,"2021-01-24","Abu Dhabi HSBC Championship","EURO",130,-0.69,-1.19,-0.14,-1.86,0.45
2021,"2021-01-17","Sony Open in Hawaii","PGA",144,-0.28,-0.78,0.33,-1.73,0.96
2021,"2021-01-10","Sentry Tournament of Champions","PGA",42,0.98,0.61,1.63,-0.21,1.89
2021,"2020-12-06","Mayakoba Golf Classic presented by UNIFIN","PGA",132,-0.19,-0.62,0.4,-1.33,0.75
2021,"2020-11-22","The RSM Classic","PGA",155,-0.02,-0.49,0.52,-0.9,1.04
2021,"2020-11-08","Vivint Houston Open","PGA",132,-0.05,-0.41,0.51,-1.24,0.9
2021,"2020-11-01","Bermuda Championship","PGA",132,-0.77,-1.3,-0.02,-2.4,0.32
2021,"2020-10-25","ZOZO CHAMPIONSHIP @ SHERWOOD","PGA",77,0.66,0.34,1.19,-0.45,1.64
2021,"2020-10-18","THE CJ CUP @ SHADOW CREEK","PGA",78,0.64,0.27,1.06,-0.41,1.54
2021,"2020-10-11","Shriners Hospitals for Children Open","PGA",144,-0.04,-0.35,0.56,-1.16,0.93
2021,"2020-10-04","Sanderson Farms Championship","PGA",144,-0.34,-0.54,0.21,-1.55,0.52
2021,"2020-09-13","Safeway Open","PGA",156,-0.47,-0.96,0.22,-1.5,0.58
2022,"2022-11-20","DP World Tour Championship","EURO",50,0.06,-0.44,0.55,-0.69,1.1
2022,"2022-11-13","Nedbank Golf Challenge","EURO",66,-0.33,-0.7,0.04,-0.99,0.45
2022,"2022-10-30","Portugal Masters","EURO",118,-1.25,-1.74,-0.58,-2.79,-0.3
2022,"2022-10-23","Mallorca Golf Open","EURO",120,-1.26,-1.71,-0.56,-2.55,-0.31
2022,"2022-10-16","Estrella Damm N.A. Andalucía  Masters","EURO",126,-0.83,-1.2,-0.41,-1.8,-0.1
2022,"2022-10-16","Jeddah","LIV",48,-0.09,-0.66,0.47,-1.27,0.77
2022,"2022-10-09","acciona Open de España presented by Madrid","EURO",129,-1.56,-2.17,-0.81,-2.96,-0.42
2022,"2022-10-09","Bangkok","LIV",48,-0.07,-0.61,0.45,-1.28,0.79
2022,"2022-10-02","Alfred Dunhill Links Championship","EURO",168,-0.94,-1.55,-0.35,-2.32,0.22
2022,"2022-09-25","Cazoo Open de France","EURO",154,-1.21,-1.88,-0.52,-2.45,-0.06
2022,"2022-09-18","DS Automobiles Italian Open","EURO",156,-1.14,-1.83,-0.36,-2.64,0
2022,"2022-09-18","Chicago","LIV",48,-0.05,-0.58,0.49,-1.36,0.93
2022,"2022-09-11","BMW PGA Championship","EURO",143,-0.51,-0.96,-0.03,-1.59,0.62
2022,"2022-09-04","Made in HimmerLand","EURO",147,-1.25,-1.8,-0.61,-2.55,-0.25
2022,"2022-09-04","Boston","LIV",48,-0.13,-0.55,0.48,-1.25,0.86
2022,"2022-09-04","Korn Ferry Tour Championship presented by United Leasing & Finance","KFT",138,-0.7,-0.95,-0.38,-1.28,-0.07
2022,"2022-08-28","Omega European Masters","EURO",156,-1.51,-2.16,-0.71,-2.86,-0.24
2022,"2022-08-28","TOUR Championship","PGA",29,1.32,1.01,1.71,0.83,1.99
2022,"2022-08-28","Nationwide Children's Hospital Championship","KFT",140,-0.66,-0.91,-0.33,-1.27,-0.02
2022,"2022-08-21","D+D Real Czech Masters","EURO",129,-2.01,-2.58,-0.79,-4.05,-0.38
2022,"2022-08-21","Albertsons Boise Open presented by Chevron","KFT",142,-0.69,-0.99,-0.36,-1.22,-0.11
2022,"2022-08-21","BMW Championship","PGA",68,0.88,0.48,1.2,0.26,1.8
2022,"2022-08-14","Pinnacle Bank Championship presented by Aetna","KFT",156,-1.06,-1.42,-0.75,-1.76,-0.31
2022,"2022-08-14","ISPS Handa World Invitational presented by AVIV Clinics","EURO",132,-1.98,-2.47,-1.23,-3.06,-0.76
2022,"2022-08-14","FedEx St. Jude Championship","PGA",120,0.52,0.09,0.86,-0.08,1.31
2022,"2022-08-07","Wyndham Championship","PGA",156,-0.29,-0.87,0.19,-1.24,0.74
2022,"2022-08-07","Cazoo Open supported by Gareth Bale","EURO",156,-1.56,-2.25,-0.77,-2.96,-0.41
2022,"2022-08-07","Utah Championship presented by Zions Bank","KFT",156,-1.23,-1.53,-0.81,-1.9,-0.47
2022,"2022-07-31","Hero Open","EURO",156,-1.58,-2.24,-0.83,-2.87,-0.4
2022,"2022-07-31","Bedminster","LIV",48,-0.25,-0.69,0.47,-1.37,0.85
2022,"2022-07-31","Rocket Mortgage Classic","PGA",155,-0.33,-0.82,0.23,-1.43,0.66
2022,"2022-07-24","Cazoo Classic","EURO",138,-1.56,-2.26,-0.91,-2.89,-0.39
2022,"2022-07-24","Price Cutter Charity Championship presented by Dr Pepper","KFT",156,-1.2,-1.49,-0.75,-2,-0.34
2022,"2022-07-24","3M Open","PGA",155,-0.8,-1.35,-0.02,-2.52,0.33
2022,"2022-07-17","The Open Championship","PGA",156,-0.19,-0.92,0.76,-2.32,1.33
2022,"2022-07-17","Memorial Health Championship presented by LRS","KFT",155,-1.22,-1.57,-0.74,-2.1,-0.36
2022,"2022-07-17","Barracuda Championship","PGA",155,-1.03,-1.51,-0.43,-2.43,0
2022,"2022-07-10","Barbasol Championship","PGA",155,-1.2,-1.64,-0.44,-2.72,-0.13
2022,"2022-07-10","Genesis Scottish Open","PGA",160,-0.02,-0.59,0.57,-1.03,1.16
2022,"2022-07-03","The Ascendant presented by Blue","KFT",156,-1.22,-1.55,-0.71,-2.03,-0.37
2022,"2022-07-03","Portland","LIV",48,-0.36,-0.94,0.2,-1.74,0.67
2022,"2022-07-03","Horizon Irish Open","EURO",156,-0.94,-1.4,-0.38,-2.16,0.04
2022,"2022-07-03","John Deere Classic","PGA",156,-0.83,-1.29,-0.02,-2.36,0.34
2022,"2022-06-26","Live and Work in Maine Open","KFT",155,-1.5,-1.81,-0.96,-2.68,-0.52
2022,"2022-06-26","BMW International Open","EURO",156,-1.12,-1.62,-0.48,-2.38,-0.1
2022,"2022-06-26","Travelers Championship","PGA",155,-0.06,-0.57,0.47,-1.11,0.99
2022,"2022-06-19","Wichita Open Benefitting KU Wichita Pediatrics","KFT",155,-1.4,-1.79,-0.91,-2.45,-0.48
2022,"2022-06-19","U.S. Open","PGA",156,-0.09,-0.74,0.85,-1.91,1.42
2022,"2022-06-12","Volvo Car Scandinavian Mixed","EURO",78,-1.13,-1.43,-0.72,-2.01,-0.28
2022,"2022-06-12","RBC Canadian Open","PGA",155,-0.76,-1.28,0.06,-2.73,0.67
2022,"2022-06-12","BMW Charity Pro-Am presented by TD SYNNEX","KFT",160,-1.37,-1.86,-0.83,-2.43,-0.44
2022,"2022-06-11","London","LIV",48,-0.59,-1.17,-0.03,-1.95,0.49
2022,"2022-06-05","Porsche European Open","EURO",155,-1.13,-1.56,-0.55,-2.3,-0.16
2022,"2022-06-05","the Memorial Tournament presented by Workday","PGA",119,0.28,-0.09,0.72,-0.83,1.29
2022,"2022-06-05","REX Hospital Open","KFT",156,-1.27,-1.59,-0.7,-2.27,-0.44
2022,"2022-05-29","NV5 Invitational presented by Old National Bank","KFT",155,-1.44,-1.9,-0.82,-2.48,-0.57
2022,"2022-05-29","Dutch Open","EURO",156,-1.1,-1.48,-0.5,-2.28,-0.17
2022,"2022-05-29","Charles Schwab Challenge","PGA",120,0.18,-0.22,0.69,-0.74,1.15
2022,"2022-05-22","AdventHealth Championship","KFT",155,-1.49,-1.9,-0.82,-2.84,-0.48
2022,"2022-05-22","PGA Championship","PGA",156,-0.09,-0.28,0.89,-3.56,1.3
2022,"2022-05-15","Visit Knoxville Open","KFT",156,-1.34,-1.76,-0.72,-2.39,-0.46
2022,"2022-05-15","AT&T Byron Nelson","PGA",156,-0.14,-0.53,0.32,-0.98,0.79
2022,"2022-05-15","Soudal Open","EURO",156,-1.45,-1.95,-0.72,-2.9,-0.28
2022,"2022-05-08","Simmons Bank Open for the Snedeker Foundation","KFT",155,-1.3,-1.7,-0.76,-2.25,-0.45
2022,"2022-05-08","Betfred British Masters hosted by Danny Willett","EURO",156,-0.97,-1.3,-0.44,-2.11,-0.1
2022,"2022-05-08","Wells Fargo Championship","PGA",155,-0.24,-0.67,0.3,-0.99,0.67
2022,"2022-05-01","Huntsville Championship","KFT",156,-1.45,-1.84,-0.8,-2.49,-0.57
2022,"2022-05-01","Catalunya Championship","EURO",156,-1.09,-1.57,-0.53,-2.19,-0.14
2022,"2022-05-01","Mexico Open at Vidanta","PGA",144,-0.61,-1.04,0.01,-2.05,0.42
2022,"2022-04-24","ISPS Handa Championship in Spain","EURO",156,-1.2,-1.67,-0.6,-2.35,-0.28
2022,"2022-04-17","RBC Heritage","PGA",131,0.13,-0.39,0.62,-0.72,1.16
2022,"2022-04-16","Veritex Bank Championship","KFT",156,-1.24,-1.62,-0.71,-2.08,-0.46
2022,"2022-04-10","The Masters","PGA",90,0.23,-0.18,1.16,-1.56,1.49
2022,"2022-04-03","Club Car Championship at The Landings Club","KFT",155,-1.23,-1.63,-0.71,-2.13,-0.41
2022,"2022-04-03","Valero Texas Open","PGA",143,-0.16,-0.46,0.29,-0.83,0.56
2022,"2022-03-27","Lake Charles Championship","KFT",156,-1.39,-1.8,-0.75,-2.67,-0.51
2022,"2022-03-27","Commercial Bank Qatar Masters","EURO",139,-1.3,-1.72,-0.57,-2.5,-0.25
2022,"2022-03-27","Corales Puntacana Championship","PGA",120,-0.99,-1.33,-0.18,-2.93,0.17
2022,"2022-03-20","Steyn City Championship","EURO",155,-1.52,-2.23,-0.59,-3.07,-0.25
2022,"2022-03-20","Chitimacha Louisiana Open presented by MISTRAS","KFT",144,-1.23,-1.52,-0.73,-2.16,-0.4
2022,"2022-03-20","Valspar Championship","PGA",144,-0.12,-0.54,0.45,-1.02,0.89
2022,"2022-03-13","THE PLAYERS Championship","PGA",143,0.46,-0.06,0.85,-0.3,1.37
2022,"2022-03-13","MyGolfLife Open hosted by Pecanwood","EURO",155,-1.53,-2.18,-0.52,-3.35,-0.16
2022,"2022-03-06","Magical Kenya Open","EURO",143,-1.7,-2.02,-0.68,-3.83,-0.27
2022,"2022-03-06","Puerto Rico Open","PGA",120,-1.53,-2.57,-0.49,-3.72,-0.2
2022,"2022-03-06","Arnold Palmer Invitational presented by Mastercard","PGA",120,0.35,-0.03,0.77,-0.43,1.07
2022,"2022-02-27","The Honda Classic","PGA",144,-0.16,-0.57,0.27,-0.97,0.76
2022,"2022-02-20","LECOM Suncoast Classic","KFT",144,-1.18,-1.44,-0.7,-2.1,-0.5
2022,"2022-02-20","The Genesis Invitational","PGA",120,0.41,0.03,0.84,-0.27,1.31
2022,"2022-02-13","Astara Golf Championship presented by Mastercard","KFT",155,-1.54,-1.95,-0.87,-2.98,-0.6
2022,"2022-02-13","Ras al Khaimah Classic","EURO",132,-0.97,-1.23,-0.38,-1.95,-0.05
2022,"2022-02-13","WM Phoenix Open","PGA",132,0.1,-0.28,0.53,-0.61,1.05
2022,"2022-02-06","Ras al Khaimah Championship presented by Phoenix Capital","EURO",132,-0.99,-1.22,-0.33,-2.1,-0.01
2022,"2022-02-06","AT&T Pebble Beach Pro-Am","PGA",156,-0.43,-0.75,0.26,-1.82,0.58
2022,"2022-02-06","The Panama Championship","KFT",144,-1.39,-1.78,-0.77,-2.68,-0.48
2022,"2022-01-30","Slync.io Dubai Desert Classic","EURO",132,-0.5,-0.85,-0.08,-1.4,0.54
2022,"2022-01-29","Farmers Insurance Open","PGA",156,0.01,-0.33,0.48,-0.73,0.93
2022,"2022-01-26","The Bahamas Great Abaco Classic at The Abaco Club","KFT",131,-1.26,-1.58,-0.77,-2.34,-0.45
2022,"2022-01-23","The American Express","PGA",156,-0.05,-0.4,0.3,-0.7,0.65
2022,"2022-01-23","Abu Dhabi HSBC Championship","EURO",132,-0.58,-0.87,-0.16,-1.22,0.4
2022,"2022-01-19","The Bahamas Great Exuma Classic at Sandals Emerald Bay","KFT",132,-1.27,-1.58,-0.77,-2.22,-0.49
